Scheme Name	Asset Value
PGIM India Corporate Bond Fund - Annual Dividend	10.5056
PGIM India Corporate Bond Fund - Direct Plan - Annual Dividend	16.1278
PGIM India Corporate Bond Fund - Direct Plan - Growth	48.0944
PGIM India Corporate Bond Fund - Direct Plan - Monthly Dividend	15.1697
PGIM India Corporate Bond Fund - Direct Plan - Quarterly Dividend	13.3312
PGIM India Corporate Bond Fund - Growth	43.2141
PGIM India Corporate Bond Fund - Monthly Dividend	13.0357
PGIM India Corporate Bond Fund - Premium Plus Plan - Growth	21.588
PGIM India Corporate Bond Fund - Quarterly Dividend	11.7153
PGIM India Premier Bond Fund - Annual Bonus	24.9334
PGIM India Premier Bond Fund - Bonus	15.2260
PGIM India Premier Bond Fund - Direct Plan - Half-Yearly Bonus	13.2164
PGIM India Premier Bond Fund - Half-Yearly Bonus	13.5688
SBI Corporate Bond Fund - Direct Plan - Growth	15.9833
SBI Corporate Bond Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	15.0866
SBI Corporate Bond Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)	15.5380
SBI Corporate Bond Fund - Regular Plan - Growth	15.5216
SBI Corporate Bond Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	14.6485
SBI Corporate Bond Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)	15.0810
Sundaram Banking and PSU Debt Fund Direct Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	13.0091
Sundaram Corporate Bond Fund Direct Plan - Annual Income Distribution cum Capital Withdrawal (IDCW)	18.4783
Sundaram Corporate Bond Fund Direct Plan - Growth	41.5310
Sundaram Corporate Bond Fund Direct Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW)	17.7215
Sundaram Corporate Bond Fund Direct Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW)	18.0202
Sundaram Corporate Bond Fund Direct Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW)	20.2283
Sundaram Corporate Bond Fund Regular Plan - Annual Income Distribution cum Capital Withdrawal (IDCW)	17.9104
Sundaram Corporate Bond Fund Regular Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW)	17.5853
Sundaram Corporate Bond Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW)	17.0084
Sundaram Corporate Bond Fund Regular Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW)	19.6019
Sundaram Corporate Bond Fund Regular Plan- Growth	40.1707
Tata Corporate Bond Fund-Direct Plan-Growth	12.6522
Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Payout	12.6522
Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Reinvestment	12.6522
Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Payout	12.6522
Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Reinvestment	12.6522
Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Payout	12.6522
Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Reinvestment	12.6522
Tata Corporate Bond Fund-Regular Plan-Growth	12.4046
Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Payout	12.4046
Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Reinvestment	12.4046
Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Payout	12.4046
Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Reinvestment	12.4046
Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Payout	12.4046
Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Reinvestment	12.4046
TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-GROWTH	1201.4263
TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-MONTHLY IDCW	1160.8785
TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-GROWTH	1190.275
TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-MONTHLY IDCW	1148.1424
Union Corporate Bond Fund - Direct Plan - Growth Option	15.6362
Union Corporate Bond Fund - Direct Plan - IDCW Option	15.6362
Union Corporate Bond Fund - Regular Plan - Growth Option	15.2924
Union Corporate Bond Fund - Regular Plan - IDCW Option	15.2924
UTI - Bond Fund ( Segregated - 17022020) - Regular Plan - Growth Option	6.8146
UTI - Bond Fund (Segregated - 17022020) - Direct Plan - Growth Option	7.3484
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Annual IDCW	1.504
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Flexi IDCW	1.4941
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Half-Yearly IDCW	1.4429
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Quarterly IDCW	2.3467
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Annual IDCW	1.4416
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Flexi IDCW	1.4408
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Half-Yearly IDCW	1.4131
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Quarterly IDCW	1.8744
UTI Corporate Bond Fund - Direct Plan - Annual IDCW	13.4281
UTI Corporate Bond Fund - Direct Plan - Flexi IDCW	14.7711
UTI Corporate Bond Fund - Direct Plan - Growth Option	16.759
UTI Corporate Bond Fund - Direct Plan - Half-Yearly IDCW	14.3201
UTI Corporate Bond Fund - Direct Plan - Quarterly IDCW	14.6574
UTI Corporate Bond Fund - Regular Plan - Annual IDCW	13.1087
UTI Corporate Bond Fund - Regular Plan - Flexi IDCW	14.4477
UTI Corporate Bond Fund - Regular Plan - Growth Option	16.4076
UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW	13.8632
UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW	14.2674
Aditya Birla Sun Life Credit Risk Fund - Direct - IDCW	13.4312
Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Bonus	24.2802
Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Growth	24.2811
Aditya Birla Sun Life Credit Risk Fund - Regular - IDCW	12.2926
Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Bonus	17.7004
Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Growth	22.1796
Axis Credit Risk Fund - Direct Plan - Growth	23.8161
Axis Credit Risk Fund - Direct Plan - Monthly IDCW	10.2207
Axis Credit Risk Fund - Direct Plan - Weekly IDCW	10.3005
Axis Credit Risk Fund - Regular Plan - Growth	21.3153
Axis Credit Risk Fund - Regular Plan - Monthly IDCW	10.2227
Axis Credit Risk Fund - Regular Plan - Weekly IDCW	10.1739
BANDHAN CREDIT RISK FUND - DIRECT PLAN HALF YEARLY IDCW	10.4517
BANDHAN Credit Risk Fund - Regular Plan Annual IDCW	10.4187
BANDHAN Credit Risk Fund - Regular Plan Growth	16.4036
BANDHAN Credit Risk Fund - Regular Plan Half Yearly IDCW	10.3481
BANDHAN Credit Risk Fund - Regular Plan Periodic IDCW	12.7381
BANDHAN Credit Risk Fund - Regular Plan Quarterly IDCW	10.6885
BANDHAN Credit Risk Fund-Direct Plan-Annual IDCW	10.4986
BANDHAN Credit Risk Fund-Direct Plan-Growth	17.7841
BANDHAN Credit Risk Fund-Direct Plan-Periodic IDCW	13.0094
BANDHAN Credit Risk Fund-Direct Plan-Quarterly IDCW	10.8872
BANK OF INDIA Credit Risk  Fund - Direct Plan	12.4217
BANK OF INDIA Credit Risk Fund - Regular Plan	12.1303
Baroda BNP Paribas Credit Risk fund - Regular-Quarterly- IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular-Quarterly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund - Regular-Weekly-IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular-Weekly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit risk fund -Defunct -Growth option -Seg-Portfolio 2 (erstwhile BBNPP Medium Duration Fund-Defunct Growth Option Seg.Portfolio1)	0.0000
Baroda BNP Paribas Credit Risk fund -Defunct -Monthly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Defunct-Monthly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Defunct -Weekly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Defunct-Weekly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Direct - Growth option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-Growth option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Direct -Monthly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-Monthly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Direct -Quarterly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-Quarterly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Direct -Weekly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-weekly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk Fund -Direct- Monthly IDCW	14.4284
Baroda BNP Paribas Credit Risk Fund -Direct- Quarterly IDCW	12.8959
Baroda BNP Paribas Credit Risk fund -Direct-Daily IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Direct-daily-IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk Fund -Direct-Growth Option	24.2985
Baroda BNP Paribas Credit Risk fund -Regular -Daily-IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular-Daily-IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Regular -Monthly IDCW option -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular-Monthly IDCW option Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk fund -Regular-Growth -Seg. Portfolio 2 (erstwhile BBNPP Medium Duration Fund Regular Growth Seg. Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk Fund -Regular-Growth Option	22.0953
Baroda BNP Paribas Credit Risk Fund -Regular-Monthly IDCW	11.3794
Baroda BNP Paribas Credit Risk Fund -Regular-Quarterly IDCW	11.9011
Baroda BNP Paribas Credit Risk Fund- Direct - Bonus Option- Segregated Portfolio- 1	0
Baroda BNP Paribas Credit Risk Fund- Direct- Growth Option- Segregated Portfolio- 1	0.0000
Baroda BNP Paribas Credit Risk Fund- Direct- Monthly IDCW Option- Segregated Portfolio- 1	0.0000
Baroda BNP Paribas Credit Risk Fund- Regular- Bonus Option- Segregated Portfolio- 1	0
Baroda BNP Paribas Credit Risk Fund- Regular- Growth Option- Segregated Portfolio- 1	0.0000
Baroda BNP Paribas Credit Risk Fund- Regular- Monthly IDCW Option- Segregated Portfolio- 1	0.0000
Baroda BNP Paribas Credit Risk Fund- Regular- Quarterly IDCW Option- Segregated Portfolio- 1	0.0000
Baroda BNP Paribas Credit Risk Fund-Defunct -Daily IDCW option - seg Portfolio 2 (erstwhile BBNPP Medium Duration fund Defunct Daily IDCW daily option Seg Portfolio 1)	0.0000
Baroda BNP Paribas Credit Risk Fund-Direct- Quarterly IDCW Option- Segregated Portfolio- 1	0.0000
DSP Credit Risk Fund - Direct Plan -  IDCW - Monthly	11.2455
DSP Credit Risk Fund - Direct Plan - Growth	53.4990
DSP Credit Risk Fund - Direct Plan - IDCW	11.8505
DSP Credit Risk Fund - Direct Plan - IDCW - Daily	11.1243
DSP Credit Risk Fund - Direct Plan - IDCW - Quarterly 	11.6014
DSP Credit Risk Fund - Direct Plan - IDCW - Weekly	11.1409
DSP Credit Risk Fund - Regular Plan - IDCW	11.7882
DSP Credit Risk Fund - Regular Plan - IDCW - Daily	11.1243
DSP Credit Risk Fund - Regular Plan - IDCW - Monthly	11.3094
DSP Credit Risk Fund - Regular Plan - IDCW - Quarterly 	11.4717
DSP Credit Risk Fund - Regular Plan - IDCW - Weekly	11.1397
DSP Credit Risk Fund - Regular Plan -Growth	49.0576
Franklin India Credit Risk Fund - Direct - Growth	25.5650
Franklin India Credit Risk Fund - Direct - IDCW 	14.0105
Franklin India Credit Risk Fund - Growth	25.3348
Franklin India Credit Risk Fund - IDCW 	13.5858
Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes bank Ltd CO 23Dec21) - Direct Growth Plan	0.0000
Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Dividend Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Dividend Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - IDCW	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - IDCW	0.0000
Franklin India Credit Risk Fund-Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct IDCW	0.0000
Franklin India Credit Risk Fund-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct IDCW	0.0000
HDFC Credit Risk Debt Fund - Growth Option	23.9683
HDFC Credit Risk Debt Fund - Growth Option - Direct Plan	25.8792
HDFC Credit Risk Debt Fund - IDCW Option	22.0709
HDFC Credit Risk Debt Fund - IDCW Option - Direct Plan	22.6858
HDFC Credit Risk Debt Fund - Quarterly IDCW - Direct Plan	10.833
HDFC Credit Risk Debt Fund - Quarterly IDCW Option	10.4935
HSBC Credit Risk Fund - Direct Annual IDCW	13.747
HSBC Credit Risk Fund - Direct Growth	34.871
HSBC Credit Risk Fund - Direct IDCW	12.5216
HSBC Credit Risk Fund - Regular Annual IDCW	12.7313
HSBC Credit Risk Fund - Regular Growth	32.1906
HSBC Credit Risk Fund - Regular IDCW	11.5179
HSBC Credit Risk Fund- Regular Plan - Bonus	31.6816
ICICI Prudential Credit Risk Fund - Annual IDCW	10.3035
ICICI Prudential Credit Risk Fund - Bonus	15.7498
ICICI Prudential Credit Risk Fund - Direct Plan - Annual IDCW	10.4846
ICICI Prudential Credit Risk Fund - Direct Plan - Growth	34.8109
ICICI Prudential Credit Risk Fund - Direct Plan - Half Yearly IDCW	10.9750
ICICI Prudential Credit Risk Fund - Direct Plan - Quarterly IDCW	11.8953
ICICI Prudential Credit Risk Fund - Direct Plan Bonus	14.6853
ICICI Prudential Credit Risk Fund - Growth	31.6131
ICICI Prudential Credit Risk Fund - Half Yearly IDCW	10.5892
ICICI Prudential Credit Risk Fund - Quarterly IDCW	11.2214
Invesco India Credit Risk Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment)	2158.7696
Invesco India Credit Risk Fund - Direct Plan - Growth	2142.777
Invesco India Credit Risk Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)	1185.1107
Invesco India Credit Risk Fund - Regular Plan - Discretionary IDCW (Payout / Reinvestment)	1927.1443
Invesco India Credit Risk Fund - Regular Plan - Growth	1927.744
Invesco India Credit Risk Fund - Regular Plan - Monthly IDCW (Payout / Reinvestment)	1415.7749
Kotak Credit Risk Fund - Direct Plan - Standard Income Distribution cum capital withdrawal option	24.754
Kotak Credit Risk Fund - Growth	29.3295
Kotak Credit Risk Fund - Growth - Direct	32.9572
Kotak Credit Risk Fund - Regular Plan - Standard Income Distribution cum capital withdrawal option	12.755
Nippon India Credit Risk Fund  - Growth Plan	34.7794
Nippon India Credit Risk Fund  - Institutional Growth Plan	36.3047
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - IDCW Option	0.0000
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - QUARTERLY IDCW Option	0.0000
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - IDCW Option	0.0000
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option	0.0000
Nippon India Credit Risk Fund - Direct Plan - Growth Plan	38.2382
NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - IDCW Option	20.7031
NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - QUARTERLY IDCW Option	13.8836
NIPPON INDIA CREDIT RISK FUND - IDCW Option	19.0774
NIPPON INDIA CREDIT RISK FUND - QUARTERLY IDCW Option	13.2740
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan	0.5342
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option	0.2893
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option	0.2477
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Growth Plan	0.5036
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - IDCW Option	0.2763
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Institutional Growth Plan	0.4333
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option	0.2405
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan	0.0000
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Growth Plan	0.0000
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Institutional Growth Plan	0.0000
SBI Credit Risk Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	15.5340
SBI Credit Risk Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	22.7816
SBI CREDIT RISK FUND - DIRECT PLAN -GROWTH	48.9548
SBI Credit Risk Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	15.0157
SBI CREDIT RISK FUND - REGULAR PLAN - GROWTH	45.3681
SBI Credit Risk Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	20.5102
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Flexi Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Flexi Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct  Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Flexi  Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Flexi  Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Flexi Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Flexi Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Half Yearly Dividend Option	0
